Date,Close,Action,CurrentSplit,BuyAmount,SellAmount,Shares,AvgPrice,Cash,StockValue,TotalAsset,Peak,Drawdown
2010-04-09,42.60160446166992,관망,40,0.0,0.0,2577488.8913243203,38.79745140186414,0.0,109805162.25254683,109805162.25254683,109805162.25254683,0.0
2010-04-12,42.63634490966797,관망,40,0.0,0.0,2577488.8913243203,38.79745140186414,0.0,109894705.37134142,109894705.37134142,109894705.37134142,0.0
2010-04-13,42.85356521606445,목표수익 전량매도,0,0.0,110454588.29804842,0.0,38.79745140186414,110454588.29804842,0.0,110454588.29804842,110454588.29804842,0.0
2010-04-14,43.36621856689453,1차 매수,1,2500000.0,0.0,57648.558777234095,0.0,107954588.29804842,2500000.0,110454588.29804842,110454588.29804842,0.0
2010-04-15,43.55735397338867,2차 매수,2,2500000.0,0.0,115044.14808523873,43.36621856689453,105454588.29804842,5011018.6807156885,110465606.97876412,110465606.97876412,0.0
2010-04-16,43.03602981567383,3차 매수,3,2500000.0,0.0,173135.00848076466,43.46157612723935,102954588.29804842,7451043.387115129,110405631.68516356,110465606.97876412,-0.0005429318250348171
2010-04-19,43.00996398925781,4차 매수,4,2500000.0,0.0,231261.0743529519,43.31879534827441,100454588.29804842,9946530.480037535,110401118.77808596,110465606.97876412,-0.0005837853286820035
2010-04-20,43.2271842956543,5차 매수,5,2500000.0,0.0,289095.051761731,43.24117246267716,97954588.29804842,12496765.081466064,110451353.37951449,110465606.97876412,-0.00012903200950474362
2010-04-21,43.470489501953125,6차 매수,6,2500000.0,0.0,346605.3312327656,43.23837410507588,95454588.29804842,15067103.41267492,110521691.71072334,110521691.71072334,0.0
2010-04-22,43.71376800537109,7차 매수,7,2500000.0,0.0,403795.55102102144,43.276887711593304,92954588.29804842,17651425.038933914,110606013.33698234,110606013.33698234,0.0
2010-04-23,43.896240234375,8차 매수,8,2500000.0,0.0,460748.03685242205,43.33876377723874,90454588.29804842,20225106.513190582,110679694.811239,110679694.811239,0.0
2010-04-26,43.80065536499024,9차 매수,9,2500000.0,0.0,517824.8084022433,43.40767274154663,87954588.29804842,22681065.97226876,110635654.27031718,110679694.811239,-0.00039790985145859005
2010-04-27,42.87095260620117,10차 매수,10,2500000.0,0.0,576139.3511875226,43.45098889607879,85454588.29804842,24699642.819327775,110154231.1173762,110679694.811239,-0.004747607000172649
2010-04-28,42.89701843261719,11차 매수,11,2500000.0,0.0,634418.4598842497,43.392279920596785,82954588.29804842,27214660.367647268,110169248.6656957,110679694.811239,-0.004611922235725876
2010-04-29,43.64426803588867,12차 매수,12,2500000.0,0.0,691699.7504753589,43.34678408477805,80454588.29804842,30188729.31010388,110643317.6081523,110679694.811239,-0.0003286709739193289
2010-04-30,42.784061431884766,13차 매수,13,2500000.0,0.0,750132.7256612275,43.37141943362421,77954588.29804842,32093724.616757117,110048312.91480553,110679694.811239,-0.005704586532428338
2010-05-03,43.38359832763672,14차 매수,14,2500000.0,0.0,807758.1900387966,43.32566609642564,75454588.29804842,35043456.862502,110498045.16055042,110679694.811239,-0.0016412192949970346
2010-05-04,42.08024597167969,15차 매수,15,2500000.0,0.0,867168.4891535527,43.32979898144883,72954588.29804842,36490663.32247134,109445251.62051976,110679694.811239,-0.011153294132447273
2010-05-05,41.86303329467773,16차 매수,16,2500000.0,0.0,926887.0475867715,43.24419126045958,70454588.29804842,38802303.33353055,109256891.63157898,110679694.811239,-0.0128551418766249
2010-05-06,40.46413803100586,17차 매수,17,2500000.0,0.0,988670.150394605,43.15520440612841,67954588.29804842,40005685.432702616,107960273.73075104,110679694.811239,-0.024570189546744413
2010-05-07,39.45621490478516,18차 매수,18,2500000.0,0.0,1052031.5246681622,42.98703666034329,65454588.29804842,41509181.9239158,106963770.22196423,110679694.811239,-0.03357367939631727
2010-05-10,41.50679016113281,19차 매수,19,2500000.0,0.0,1112262.6336094895,42.774383604326076,62954588.29804842,46166451.737298034,109121040.03534645,110679694.811239,-0.014082572043144824
2010-05-11,41.46333694458008,20차 매수,20,2500000.0,0.0,1172556.8642292176,42.7057410405437,60454588.29804842,48618120.34821629,109072708.6462647,110679694.811239,-0.014519250054989491
2010-05-12,42.24535751342773,21차 매수,21,2500000.0,0.0,1231734.9644312428,42.64185518445418,57954588.29804842,52035083.93418704,109989672.23223546,110679694.811239,-0.006234409845277908
2010-05-13,41.5762939453125,22차 매수,22,2500000.0,0.0,1291865.3840229549,42.622805648975,55454588.29804842,53710974.94391239,109165563.24196081,110679694.811239,-0.013680301268091702
2010-05-14,40.77692794799805,23차 매수,23,2500000.0,0.0,1353174.5636450243,42.5740953199987,52954588.29804842,55178301.682816856,108132889.98086527,110679694.811239,-0.023010587757015734
2010-05-17,40.9072494506836,24차 매수,24,2500000.0,0.0,1414288.4257005486,42.49266986301692,50454588.29804842,57854649.42534694,108309237.72339536,110679694.811239,-0.021417271631317625
2010-05-18,40.34248733520508,25차 매수,25,2500000.0,0.0,1476257.8322774793,42.42416109025273,47954588.29804842,59555912.90215151,107510501.20019993,110679694.811239,-0.028633920760660205
2010-05-19,40.02099990844727,26차 매수,26,2500000.0,0.0,1538725.0371379037,42.336777921495504,45454588.29804842,61581314.57042157,107035902.86846998,110679694.811239,-0.032921955097395254
2010-05-20,38.53519821166992,27차 매수,27,2500000.0,0.0,1603600.790112308,42.242764906784686,42954588.29804842,61795074.299368285,104749662.5974167,110679694.811239,-0.053578320973289656
2010-05-21,38.96095275878906,28차 매수,28,2500000.0,0.0,1667767.5987496052,42.09277048015962,40454588.29804842,64977814.627522446,105432402.92557088,110679694.811239,-0.04740970685379312
2010-05-24,38.80456161499024,29차 매수,29,2500000.0,0.0,1732193.0141119643,41.97227482563033,37954588.29804842,67216990.54516338,105171578.8432118,110679694.811239,-0.0497662735465718
2010-05-25,38.839298248291016,30차 매수,30,2500000.0,0.0,1796560.8094314898,41.85445814025999,35454588.29804842,69777161.09870075,105231749.39674917,110679694.811239,-0.049222627725719226
2010-05-26,38.40486526489258,31차 매수,31,2500000.0,0.0,1861656.7284708244,41.746429960104315,32954588.29804842,71496675.82640272,104451264.12445115,110679694.811239,-0.056274375326118
2010-05-27,39.85590744018555,32차 매수,32,2500000.0,0.0,1924382.6870693564,41.62958660142407,30454588.29804842,76698018.25533181,107152606.55338024,110679694.811239,-0.03186752785932519
2010-05-28,39.621315002441406,33차 매수,33,2500000.0,0.0,1987480.0375698623,41.57177287945365,27954588.29804842,78746572.6296196,106701160.92766802,110679694.811239,-0.0359463756234263
2010-06-01,39.25636672973633,34차 매수,34,2500000.0,0.0,2051163.9749350152,41.509850886791625,25454588.29804842,80521245.22287264,105975833.52092107,110679694.811239,-0.042499767444608844
2010-06-02,40.18609619140625,35차 매수,35,2500000.0,0.0,2113374.5461756876,41.43988537176457,22954588.29804842,84928272.80108571,107882861.09913413,110679694.811239,-0.02526961893845832
2010-06-03,40.56840133666992,36차 매수,36,2500000.0,0.0,2174998.862580294,41.40297807520107,20454588.29804842,88236226.76395795,108690815.06200637,110679694.811239,-0.017969689495662338
2010-06-04,39.17817306518555,37차 매수,37,2500000.0,0.0,2238809.903382029,41.379331984215,17954588.29804842,87712481.85475247,105667070.15280089,110679694.811239,-0.045289469463997
2010-06-07,38.46568298339844,38차 매수,38,2500000.0,0.0,2303802.899894764,41.316594079857374,15454588.298048422,88617352.00358601,104071940.30163443,110679694.811239,-0.05970159676419334
2010-06-08,38.396183013916016,39차 매수,39,2500000.0,0.0,2368913.538603146,41.23616651595478,12954588.298048422,90957237.7723498,103911826.07039823,110679694.811239,-0.061148241801562433
2010-06-09,38.07467269897461,40차 매수,40,2500000.0,0.0,2434573.984846912,41.15810831048391,10454588.298048422,92695607.63448454,103150195.93253297,110679694.811239,-0.06802963173640277
2010-06-10,39.16080474853516,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,95339876.46645312,105794464.76450154,110679694.811239,-0.04413844883715193
2010-06-11,39.534427642822266,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,96249489.0450277,106704077.34307612,110679694.811239,-0.03592002557418666
2010-06-14,39.52574157714844,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,96228342.17550753,106682930.47355595,110679694.811239,-0.03611108925173147
2010-06-15,40.58577346801758,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,98809068.24012563,109263656.53817405,110679694.811239,-0.01279402039805014
2010-06-16,40.75086212158203,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,99210988.78128704,109665577.07933547,110679694.811239,-0.009162635780963133
2010-06-17,40.88118362426758,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,99528266.12139143,109982854.41943985,110679694.811239,-0.006296009335656309
2010-06-18,40.91513442993164,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,99610921.86962576,110065510.16767418,110679694.811239,-0.005549207960975085
2010-06-21,40.566925048828125,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,98763180.3691115,109217768.66715991,110679694.811239,-0.013208621026398398
2010-06-22,40.2535400390625,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,98000221.3770951,108454809.67514353,110679694.811239,-0.020102017266039232
2010-06-23,40.088138580322266,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,97597539.2885904,108052127.58663882,110679694.811239,-0.023740282525005336
2010-06-24,39.4787712097168,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,96113989.34089977,106568577.63894819,110679694.811239,-0.0371442763670627
2010-06-25,39.48661804199219,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,96133093.03462088,106587681.3326693,110679694.811239,-0.03697167294821793
2010-06-28,39.34706497192383,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,95793340.76072694,106247929.05877537,110679694.811239,-0.04004136223922451
2010-06-29,37.8293571472168,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,92098368.77409661,102552957.07214503,110679694.811239,-0.07342573317494133
2010-06-30,37.253665924072266,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,90696805.89892423,101151394.19697265,110679694.811239,-0.08608896718152856
2010-07-01,37.14898681640625,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,90441956.86664356,100896545.16469198,110679694.811239,-0.08839154881328411
2010-07-02,37.04432678222656,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,90187154.2701765,100641742.56822492,110679694.811239,-0.09069371089370563
2010-07-06,37.15771484375,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,90463205.89495368,100917794.1930021,110679694.811239,-0.08819956212280433
2010-07-07,38.34396743774414,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,93351225.59974898,103805813.8977974,110679694.811239,-0.062106070360645665
2010-07-08,38.55330657958984,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,93860877.2284967,104315465.52654512,110679694.811239,-0.057501326648468715
2010-07-09,38.919654846191406,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,94752779.18775864,105207367.48580706,110679694.811239,-0.04944292026432525
2010-07-12,39.03303909301758,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,95028821.5253731,105483409.82342152,110679694.811239,-0.046948855403690745
2010-07-13,39.53895568847656,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,96260512.90717986,106715101.20522828,110679694.811239,-0.03582042408747349
2010-07-14,39.73956298828125,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,96748906.22045474,107203494.51850316,110679694.811239,-0.031407750976043106
2010-07-15,39.774444580078125,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,96833828.03639346,107288416.33444189,110679694.811239,-0.03064047549625833
2010-07-16,38.6754264831543,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,94158187.16874674,104612775.46679516,110679694.811239,-0.054815107276820714
2010-07-19,39.00688171386719,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,94965139.45058177,105419727.7486302,110679694.811239,-0.04752422810326256
2010-07-20,39.47789001464844,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,96111844.00631076,106566432.30435918,110679694.811239,-0.037163659638697694
2010-07-21,38.93710708618164,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,94795267.95721616,105249856.25526458,110679694.811239,-0.049059030793632524
2010-07-22,39.92273712158203,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,97194857.2000857,107649445.49813412,110679694.811239,-0.02737854778397144
2010-07-23,40.17569351196289,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,97810698.24740772,108265286.54545614,110679694.811239,-0.02181437408099621
2010-07-26,40.50713348388672,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,98617613.38059185,109072201.67864028,110679694.811239,-0.014523830548505402
2010-07-27,40.48971176147461,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,98575198.90843612,109029787.20648454,110679694.811239,-0.01490704873706358
2010-07-28,40.16696166992188,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,97789439.93193488,108244028.2299833,110679694.811239,-0.022006444681742777
2010-07-29,39.87040710449219,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,97067455.90185218,107522044.1999006,110679694.811239,-0.02852962882418214
2010-07-30,39.95763397216797,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,97279816.16467531,107734404.46272373,110679694.811239,-0.026610936663119457
2010-08-02,40.707763671875,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,99106062.41684307,109560650.7148915,110679694.811239,-0.010110653975474074
2010-08-03,40.53331756591797,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,98681360.46552224,109135948.76357067,110679694.811239,-0.013947870477065841
2010-08-04,40.943267822265625,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,99679414.69470757,110134002.992756,110679694.811239,-0.004930369743191571
2010-08-05,40.84732055664063,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,99445823.97789976,109900412.27594818,110679694.811239,-0.0070408807742004175
2010-08-06,40.786251068115234,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,99297145.78986792,109751734.08791634,110679694.811239,-0.008384200235691558
2010-08-09,41.06538772583008,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,99976724.6349576,110431312.93300602,110679694.811239,-0.0022441503715437037
2010-08-10,40.707763671875,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,99106062.41684307,109560650.7148915,110679694.811239,-0.010110653975474074
2010-08-11,39.59999847412109,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,96409126.0850726,106863714.38312103,110679694.811239,-0.03447769199785036
2010-08-12,39.28599548339844,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,95644662.57269512,106099250.87074354,110679694.811239,-0.04138468170071552
2010-08-13,39.00688171386719,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,94965139.45058177,105419727.7486302,110679694.811239,-0.04752422810326256
2010-08-16,39.07667541503906,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,95135057.37976101,105589645.67780943,110679694.811239,-0.04598900586155846
2010-08-17,39.57383346557617,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,96345425.43595585,106800013.73400427,110679694.811239,-0.03505323251795565
2010-08-18,39.7308464050293,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,96727685.05363278,107182273.3516812,110679694.811239,-0.03159948593572246
2010-08-19,39.128997802734375,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,95262440.10366909,105717028.40171751,110679694.811239,-0.044838092641881364
2010-08-20,39.18133163452149,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,95389850.68906535,105844438.98711377,110679694.811239,-0.043686927691403726
2010-08-23,38.79752349853516,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,94455441.38602045,104910029.68406887,110679694.811239,-0.05212939136677352
2010-08-24,38.073577880859375,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,92692942.21878305,103147530.51683147,110679694.811239,-0.06805371398297962
2010-08-25,38.439918518066406,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,93584825.60371953,104039413.90176795,110679694.811239,-0.05999547541936988
2010-08-26,37.97762680053711,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,92459342.2148125,102913930.51286092,110679694.811239,-0.07016430892425539
2010-08-27,38.439918518066406,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,93584825.60371953,104039413.90176795,110679694.811239,-0.05999547541936988
2010-08-30,38.0386848449707,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,92607992.54135616,103062580.83940458,110679694.811239,-0.0688212411935648
2010-08-31,37.90785217285156,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,92289470.7214469,102744059.01949532,110679694.811239,-0.07169911161462522
2010-09-01,39.04175567626953,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,95050042.69219506,105504630.99024348,110679694.811239,-0.04675712044401139
2010-09-02,39.47789001464844,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,96111844.00631076,106566432.30435918,110679694.811239,-0.037163659638697694
2010-09-03,40.132083892822266,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,97704527.40315887,108159115.7012073,110679694.811239,-0.02277363625126075
2010-09-07,39.86167526245117,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,97046197.58637932,107500785.88442774,110679694.811239,-0.028721699424928842
2010-09-08,40.341426849365234,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,98214188.31906933,108668776.61711775,110679694.811239,-0.018168808628816865
2010-09-09,40.4984130859375,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,98596382.92660718,109050971.2246556,110679694.811239,-0.014715649418451562
2010-09-10,40.646705627441406,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,98957412.09029943,109412000.38834785,110679694.811239,-0.011453721706164538
2010-09-13,41.213680267333984,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,100337753.79864983,110792342.09669825,110792342.09669825,0.0
2010-09-14,41.38810729980469,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,100762409.31415705,111216997.61220548,111216997.61220548,0.0
2010-09-15,41.649784088134766,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,101399480.81546377,111854069.11351219,111854069.11351219,0.0
2010-09-16,41.81550979614258,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,101802952.31279992,112257540.61084834,112257540.61084834,0.0
2010-09-17,41.95713806152344,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,102147756.80321515,112602345.10126357,112602345.10126357,0.0
2010-09-20,42.69155502319336,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,103935749.23212706,114390337.53017548,114390337.53017548,0.0
2010-09-21,42.68282318115234,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,103914490.91665418,114369079.2147026,114390337.53017548,-0.0001858401324085896
2010-09-22,42.56916046142578,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,103637770.61616097,114092358.9142094,114390337.53017548,-0.002604928199354921
2010-09-23,42.551666259765625,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,103595179.68791349,114049767.98596191,114390337.53017548,-0.0029772579709691216
2010-09-24,43.41721725463867,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,105702427.62258977,116157015.92063819,116157015.92063819,0.0
2010-09-27,43.18115234375,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,105127710.131805,115582298.42985342,116157015.92063819,-0.004947763905861939
2010-09-28,43.163673400878906,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,105085156.35220842,115539744.65025684,116157015.92063819,-0.005314110951361593
2010-09-29,43.09372329711914,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,104914857.64935754,115369445.94740596,116157015.92063819,-0.006780218715073698
2010-09-30,42.90138626098633,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,104446598.90486604,114901187.20291446,116157015.92063819,-0.01081147537899687
2010-10-01,42.84892654418945,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,104318881.84309994,114773470.14114836,116157015.92063819,-0.011910996236638072
2010-10-04,42.38555145263672,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,103190760.89997959,113645349.19802801,116157015.92063819,-0.021623030711517405
2010-10-05,43.41721725463867,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,105702427.62258977,116157015.92063819,116157015.92063819,0.0
2010-10-06,43.041259765625,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,104787131.30042872,115241719.59847714,116157015.92063819,-0.007879819526238565
2010-10-07,43.198638916015625,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,105170282.48572704,115624870.78377546,116157015.92063819,-0.0045812569533148296
2010-10-08,43.49589157104492,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,105893966.06658804,116348554.36463647,116348554.36463647,0.0
2010-10-11,43.51338577270508,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,105936556.99483553,116391145.29288395,116391145.29288395,0.0
2010-10-12,43.810646057128906,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,106660259.15002197,117114847.44807039,117114847.44807039,0.0
2010-10-13,44.16910934448242,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,107532964.54393554,117987552.84198396,117987552.84198396,0.0
2010-10-14,44.08168029785156,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,107320112.06148808,117774700.3595365,117987552.84198396,-0.0018040248934777482
2010-10-15,45.01716232299805,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,109597612.26320162,120052200.56125005,120052200.56125005,0.0
2010-10-18,44.85104751586914,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,109193193.47526772,119647781.77331614,120052200.56125005,-0.0033686911697013706
2010-10-19,44.43137741088867,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,108171475.5554643,118626063.85351272,120052200.56125005,-0.01187930501123733
2010-10-20,44.7548828125,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,108959073.39018469,119413661.6882331,120052200.56125005,-0.005318843553318784
2010-10-21,44.84230422973633,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,109171907.2983067,119626495.59635513,120052200.56125005,-0.003545998848040507
2010-10-22,45.14830017089844,관망,40,0.0,0.0,2434573.984846912,41.07494806993433,10454588.298048422,109916877.05612873,120371465.35417715,120371465.35417715,0.0
2010-10-25,45.366886138916016,목표수익 전량매도,0,0.0,110449040.7673169,0.0,41.07494806993433,120903629.06536531,0.0,120903629.06536531,120903629.06536531,0.0
2010-10-26,45.48928451538086,1차 매수,1,2500000.0,0.0,54957.99783693451,0.0,118403629.06536531,2500000.0,120903629.06536531,120903629.06536531,0.0
2010-10-27,45.62917709350586,2차 매수,2,2500000.0,0.0,109747.5022559351,45.48928451538086,115903629.06536531,5007688.216005997,120911317.28137131,120911317.28137131,0.0
2010-10-28,45.72533798217773,3차 매수,3,2500000.0,0.0,164421.78374455788,45.559123417130905,113403629.06536531,7518241.6333524445,120921870.69871776,120921870.69871776,0.0
2010-10-29,45.62039566040039,4차 매수,4,2500000.0,0.0,219221.83455100146,45.61439384243536,110903629.06536531,10000986.82961552,120904615.89498083,120921870.69871776,-0.00014269382070606764
2010-11-01,45.65540313720703,5차 매수,5,2500000.0,0.0,273979.8659823922,45.61589414887194,108403629.06536531,12508661.232904071,120912290.29826939,120921870.69871776,-7.922802048139823e-05
2010-11-02,46.14498901367188,6차 매수,6,2500000.0,0.0,328156.9294823813,45.62379047518526,105903629.06536531,15142797.905724784,121046426.9710901,121046426.9710901,0.0
2010-11-03,46.35481262207031,7차 매수,7,2500000.0,0.0,382088.76220021455,45.70983774031609,103403629.06536531,17711652.976789728,121115282.04215504,121115282.04215504,0.0
2010-11-04,46.92311096191406,8차 매수,8,2500000.0,0.0,435367.41207552154,45.80087595151516,100903629.06536531,20428793.386021063,121332422.45138638,121332422.45138638,0.0
2010-11-05,46.92311096191406,9차 매수,9,2500000.0,0.0,488646.06195082853,45.938210911685495,98403629.06536531,22928793.38602106,121332422.45138638,121332422.45138638,0.0
2010-11-08,46.98432159423828,10차 매수,10,2500000.0,0.0,541855.3010155164,46.04559772808346,95903629.06536531,25458703.72045581,121362332.78582112,121362332.78582112,0.0
2010-11-09,46.730770111083984,11차 매수,11,2500000.0,0.0,595353.2423945528,46.13777876334573,93403629.06536531,27821315.505228307,121224944.57059363,121362332.78582112,-0.0011320498879167128
2010-11-10,46.96682357788086,12차 매수,12,2500000.0,0.0,648582.30515743,46.191064466858464,90903629.06536531,30461850.7020643,121365479.76742962,121365479.76742962,0.0
2010-11-11,46.6695671081543,13차 매수,13,2500000.0,0.0,702150.4043473449,46.254730913015145,88403629.06536531,32769055.415706087,121172684.4810714,121365479.76742962,-0.0015885512645578655
2010-11-12,45.90894317626953,14차 매수,14,2500000.0,0.0,756606.0251269636,46.286379383643656,85903629.06536531,34734983.01437693,120638612.07974225,121365479.76742962,-0.005989080989753017
2010-11-15,45.734073638916016,15차 매수,15,2500000.0,0.0,811269.8632914411,46.25921396029957,83403629.06536531,37102675.668804094,120506304.73416941,121365479.76742962,-0.007079237316134969
2010-11-16,44.9821891784668,16차 매수,16,2500000.0,0.0,866847.41622203,46.223829698119175,80903629.06536531,38992694.4653645,119896323.53072982,121365479.76742962,-0.01210522332639496
2010-11-17,45.11334228515625,17차 매수,17,2500000.0,0.0,922263.3945859869,46.144222444973636,78403629.06536531,41606384.19702774,120010013.26239306,121365479.76742962,-0.011168468230290999
2010-11-18,45.83899688720703,18차 매수,18,2500000.0,0.0,976802.1098670298,46.082280018365765,75903629.06536531,44775628.87361204,120679257.93897736,121365479.76742962,-0.005654176375088314
2010-11-19,45.87397003173828,19차 매수,19,2500000.0,0.0,1031299.2462227966,46.06869656140051,73403629.06536531,47309790.71497885,120713419.78034416,121365479.76742962,-0.0053726973133958016
2010-11-22,46.25865173339844,20차 매수,20,2500000.0,0.0,1085343.1905731033,46.058406591464085,70903629.06536531,50206512.663936675,121110141.72930199,121365479.76742962,-0.002103876972405419
2010-11-23,45.52425003051758,21차 매수,21,2500000.0,0.0,1140258.9771774758,46.068377665499575,68403629.06536531,51909434.77656964,120313063.84193495,121365479.76742962,-0.00867146018382983
2010-11-24,46.4422492980957,22차 매수,22,2500000.0,0.0,1194089.2726042417,46.042172042315464,65903629.065365314,55456191.68246795,121359820.74783327,121365479.76742962,-4.6627917651686835e-05
